OBJECTID,Join_Count,TARGET_FID,LHD_Determination,Latitude,Longitude,See In Google Earth,Fatality,NumberOfFatalities,Beta_Source_Layer,URL,River/Stream,SARPID,Original Source,SourceID,SourceFile,MERGE_SRC,Date Rechecked,Rechecked by,SiteId,SiteUuid,WaterSourceUuids,PODorPOUSite,SiteNativeId,ID,LHD_Color,Day of Evaluation,Evaluation Comments,Evaluator's Name,Dam_Name,State Name,State Abbreviation,State FIPS Code,County Name,County FIPS Code,FIPS Code,2023 Total County Population,City,Weir_Length,LHD_SiteID,LinkNo,Reach_ID,Qmin,Qmax,LHD_Match_Dist_Meters
3641,1,3641,1,35.73556,-79.87794,"https://earth.google.com/web/@35.73556,-79.87794,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC529,Back Creek,NC529,SEACAP-Snapped:  2013 NID attributes were joined *,RANDO-027,,,,,,,,,,,Green,5/16/25 21:56,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Lucas Lake Dam,North Carolina,NC,37,Randolph County,151,37151,145284,,,,,,,,
3642,1,3642,1,35.85848,-80.214874,"https://earth.google.com/web/@35.85848,-80.214874,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC536,Leonard Creek,NC536,SEACAP-Snapped:  2013 NID attributes were joined *,DAVID-021,,,,,,,,,,,Green,4/29/25 20:01,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Lexington Storage Reservoir Dam,North Carolina,NC,37,Davidson County,57,37057,171573,,,,,,,,
3643,1,3643,2,35.45003,-83.380646,"https://earth.google.com/web/@35.45003,-83.380646,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC5991,Ocaunoluftee River-Trib,NC5991,NHD Point Events 2012,SWAIN-008,,,,,,,,,,,Yellow,5/16/25 20:39,"NID or NID nearby, unable to determine from aerial imagery",Alexa Franks,Mchan Dam,North Carolina,NC,37,Swain County,173,37173,13995,,,,,,,,
3644,1,3644,2,35.423347,-83.19075,"https://earth.google.com/web/@35.423347,-83.19075,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC61456,Fisher Creek,NC61456,OpenStreetMap (https://opendatacommons.org/licenses/odbl/),493947902,,,,,,,,,,,Yellow,5/14/25 16:29,unable to determine from aerial imagery,Alexa Franks,Sylva Water Intake?,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3645,1,3645,1,36.490494,-78.61627,"https://earth.google.com/web/@36.490494,-78.61627,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC61486,Grassy Creek,NC61486,WRC field surveys,,,,,,,,,,,,Green,5/19/25 22:52,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,North Carolina,NC,37,Granville County,77,37077,61441,,,,,,,,
3646,1,3646,1,35.922558,-82.5054,"https://earth.google.com/web/@35.922558,-82.5054,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC61488,Big Laurel Creek,NC61488,,,,,,,,,,,,,Green,5/14/25 16:18,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,North Carolina,NC,37,Madison County,115,37115,21657,,,,,,,,
3647,1,3647,2,35.049564,-83.22572,"https://earth.google.com/web/@35.049564,-83.22572,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC61492,,NC61492,,,,,,,,,,,,,Yellow,5/14/25 16:21,unable to confidently determine from aerial imagery,Alexa Franks,,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3648,1,3648,2,36.023056,-82.65153,"https://earth.google.com/web/@36.023056,-82.65153,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6240,Big Creek,NC6240,,,,,,,,,,,,,Yellow,4/29/25 20:22,cannot identify from aerial imagery,Alexa Franks,Big Creek Rough Fish Barrier,North Carolina,NC,37,Madison County,115,37115,21657,,,,,,,,
3649,1,3649,1,35.42655,-83.42326,"https://earth.google.com/web/@35.42655,-83.42326,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6241,Kirkland Creek,NC6241,,,,,,,,,,,,,Green,5/14/25 16:37,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Shepherds Creek Dam,North Carolina,NC,37,Swain County,173,37173,13995,,,,,,,,
3650,1,3650,1,35.466885,-83.46677,"https://earth.google.com/web/@35.466885,-83.46677,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6245,Lands Creek,NC6245,,,,,,,,,,,,,Green,3/12/25 19:22,,Kat Hoenke,Lands Creek Upstream,North Carolina,NC,37,Swain County,173,37173,13995,,,,,,,,
3651,1,3651,1,35.178516,-84.29243,"https://earth.google.com/web/@35.178516,-84.29243,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6247,Shuler Creek,NC6247,"USFS, American Rivers",,,,,,,,,,,,Green,5/16/25 20:48,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Shuler Creek,North Carolina,NC,37,Cherokee County,39,37039,29573,,,,,,,,
3652,1,3652,1,35.36606,-83.24899,"https://earth.google.com/web/@35.36606,-83.24899,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6252,Tuckasegee River,NC6252,,,,,,,,,,,,,Green,5/14/25 16:40,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Dillsboro,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3653,1,3653,1,36.047337,-79.0109,"https://earth.google.com/web/@36.047337,-79.0109,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6253,Eno River,NC6253,,,,,,,,,,,,,Green,5/14/25 15:47,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Eno,North Carolina,NC,37,Orange County,135,37135,152148,,,,,,,,
3654,1,3654,2,35.565907,-78.16025,"https://earth.google.com/web/@35.565907,-78.16025,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6256,Little River,NC6256,,,,,,,,,,,,,Yellow,5/6/25 19:38,unable to identify  from aerial imagery,Alexa Franks,Lowell Mill,North Carolina,NC,37,Johnston County,101,37101,237149,,,,,,,,
3655,1,3655,1,34.919582,-79.82812,"https://earth.google.com/web/@34.919582,-79.82812,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6260,Hitchcock Creek,NC6260,,,,,,,,,,,,,Green,5/16/25 21:11,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Steele Millpond Dam,North Carolina,NC,37,Richmond County,153,37153,42338,,,,,,,,
3656,1,3656,1,35.343773,-79.85303,"https://earth.google.com/web/@35.343773,-79.85303,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6261,Little River,NC6261,,,,,,,,,,,,,Green,5/16/25 21:42,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Smitherman Millpond Dam,North Carolina,NC,37,Montgomery County,123,37123,25510,,,,,,,,
3657,1,3657,1,35.56442,-79.97292,"https://earth.google.com/web/@35.56442,-79.97292,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6262,Uwharrie River,NC6262,,,,,,,,,,,,,Green,5/16/25 21:33,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Lassiter Mill,North Carolina,NC,37,Randolph County,151,37151,145284,,,,,,,,
3658,1,3658,1,35.31448,-83.86139,"https://earth.google.com/web/@35.31448,-83.86139,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6264,Snowbird Creek,NC6264,,,,,,,,,,,,,Green,3/12/25 19:37,,Kat Hoenke,Snowbird #2,North Carolina,NC,37,Graham County,75,37075,7828,,,,,,,,
3659,1,3659,1,35.271915,-83.82276,"https://earth.google.com/web/@35.271915,-83.82276,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6265,Burgan Creek,NC6265,,,,,,,,,,,,,Green,5/14/25 16:36,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Burgan Creek Dam,North Carolina,NC,37,Graham County,75,37075,7828,,,,,,,,
3660,1,3660,1,35.081017,-83.19846,"https://earth.google.com/web/@35.081017,-83.19846,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6312,Big Creek-Tr,NC6312,NHDplus High Resolution watebodies instersecting *,ed28218,,,,,,,,,,,Green,5/12/25 21:08,pond dam,Alexa Franks,,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3661,1,3661,1,35.229076,-83.832855,"https://earth.google.com/web/@35.229076,-83.832855,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6315,Beaver Creek,NC6315,NHDplus High Resolution watebodies instersecting *,ed28269,,,,,,,,,,,Green,3/12/25 19:48,,Kat Hoenke,Andrews (Old Water Supply?),North Carolina,NC,37,Cherokee County,39,37039,29573,,,,,,,,
3662,1,3662,1,35.21227,-82.78322,"https://earth.google.com/web/@35.21227,-82.78322,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6354,Catheys Creek,NC6354,NHDplus High Resolution watebodies instersecting *,ed28149,,,,,,,,,,,Green,5/12/25 21:36,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3663,1,3663,1,35.455673,-82.586,"https://earth.google.com/web/@35.455673,-82.586,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6386,Avery Creek,NC6386,NHDplus High Resolution watebodies instersecting *,ed28311,,,,,,,,,,,Green,5/12/25 21:39,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Dubose Lake,North Carolina,NC,37,Buncombe County,21,37021,279480,,,,,,,,
3664,1,3664,1,35.239357,-82.87979,"https://earth.google.com/web/@35.239357,-82.87979,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6412,North Fork French Broad River,NC6412,NHDplus High Resolution watebodies instersecting *,ed28364,,,,,,,,,,,Green,5/12/25 21:31,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Johnson Trout Hatchery Intake,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3665,1,3665,1,35.127636,-83.16439,"https://earth.google.com/web/@35.127636,-83.16439,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6457,Norton Creek,NC6457,NHDplus High Resolution watebodies instersecting *,ed28089,,,,,,,,,,,Green,5/12/25 21:03,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Hidden Lake,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3666,1,3666,1,34.99888,-83.45384,"https://earth.google.com/web/@34.99888,-83.45384,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6460,Betty Creek,NC6460,NHDplus High Resolution watebodies instersecting *,ed28126,,,,,,,,,,,Green,5/12/25 21:54,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Andys Trout Farm Intake Dam,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3667,1,3667,1,35.10701092,-83.02535929,"https://earth.google.com/web/@35.10701092,-83.02535929,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC655,Nix Creek,NC655,SEACAP-Snapped:  2013 NID attributes were joined *,JACKS-038,,,,,,,,,,,Green,5/15/25 20:26,"NID, lake dam",Alexa Franks,Sapphire Lake Upper Dam,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3668,1,3668,1,35.247093,-82.88595,"https://earth.google.com/web/@35.247093,-82.88595,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6550,North Fork French Broad River,NC6550,NHDplus High Resolution watebodies instersecting *,ed28363,,,,,,,,,,,Green,5/12/25 21:28,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Brown Trout Hatchery Intake,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3669,1,3669,1,35.12762881,-83.07562693,"https://earth.google.com/web/@35.12762881,-83.07562693,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC656,Horsepasture River,NC656,SEACAP-Snapped:  2013 NID attributes were joined *,JACKS-004,,,,,,,,,,,Green,5/15/25 20:32,"NID, lake dam",Alexa Franks,Lupton Lake Dam,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3670,1,3670,2,35.522697,-78.46669,"https://earth.google.com/web/@35.522697,-78.46669,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6576,Middle Creek,NC6576,,NC-009,,,,,,,,,,,Yellow,5/14/25 15:55,unable to determine from aerial imagery,Alexa Franks,Crantock Mill Dam,North Carolina,NC,37,Johnston County,101,37101,237149,,,,,,,,
3671,1,3671,2,35.288834,-82.84249,"https://earth.google.com/web/@35.288834,-82.84249,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6580,Davidson River,NC6580,,,,,,,,,,,,,Yellow,5/12/25 21:28,unable to determine from aerial imagery,Alexa Franks,Davidson 2,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3672,1,3672,1,35.28479,-82.798805,"https://earth.google.com/web/@35.28479,-82.798805,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6581,Davidson River,NC6581,,,,,,,,,,,,,Green,5/12/25 21:25,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Setzer Fish Hatchery Dam,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3673,1,3673,1,35.28836,-82.83764,"https://earth.google.com/web/@35.28836,-82.83764,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6582,Davidson River,NC6582,,,,,,,,,,,,,Green,5/12/25 21:26,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Davidson 3,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3674,1,3674,1,35.09133173,-83.15754929,"https://earth.google.com/web/@35.09133173,-83.15754929,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6588,Cullasaja River,NC6588,,,,,,,,,,,,,Green,5/12/25 21:00,pond dam,Alexa Franks,,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3675,1,3675,2,35.792736,-82.12872,"https://earth.google.com/web/@35.792736,-82.12872,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6593,Armstrong Creek,NC6593,,,,,,,,,,,,,Yellow,5/14/25 16:12,unable to determine from aerial imagery,Alexa Franks,Armstrong Fish Hatchery - Upper Armstrong Creek Dam,North Carolina,NC,37,McDowell County,111,37111,44755,,,,,,,,
3676,1,3676,1,35.00685,-83.46093,"https://earth.google.com/web/@35.00685,-83.46093,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6597,Betty Creek,NC6597,NCWRC field obs 2017,,,,,,,,,,,,Green,5/12/25 21:55,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3677,1,3677,2,35.280025,-82.7961,"https://earth.google.com/web/@35.280025,-82.7961,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6599,Grogan Creek,NC6599,NC WRC Field obs 2019,,,,,,,,,,,,Yellow,5/12/25 21:25,unable to determine from aerial imagery,Alexa Franks,Grogan Creek Intake Dam,North Carolina,NC,37,Transylvania County,175,37175,32981,,,,,,,,
3678,1,3678,1,35.78226,-82.92325,"https://earth.google.com/web/@35.78226,-82.92325,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6601,Little Creek,NC6601,NCWRC 2018,,,,,,,,,,,,Green,4/29/25 20:10,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Low Dam Intake,North Carolina,NC,37,Madison County,115,37115,21657,,,,,,,,
3679,1,3679,2,35.691254,-82.16045,"https://earth.google.com/web/@35.691254,-82.16045,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6602,Mackey Creek,NC6602,NCWRC 2016,,,,,,,,,,,,Yellow,5/14/25 16:11,unable to determine from aerial imagery,Alexa Franks,Marion Water Supply Intake,North Carolina,NC,37,McDowell County,111,37111,44755,,,,,,,,
3680,1,3680,2,36.174637,-81.69052,"https://earth.google.com/web/@36.174637,-81.69052,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6606,Winkler Creek,NC6606,NCWRC field observation 2017,,,,,,,,,,,,Yellow,4/29/25 19:56,unable to determine from aerial imagery,Alexa Franks,Dam,North Carolina,NC,37,Watauga County,189,37189,54684,,,,,,,,
3681,1,3681,2,35.045227,-83.44656,"https://earth.google.com/web/@35.045227,-83.44656,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6609,Ball Creek,NC6609,NCWRC 2018,,,,,,,,,,,,Yellow,5/12/25 20:48,unable to determine from aerial imagery,Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3682,1,3682,1,35.05752,-83.43066,"https://earth.google.com/web/@35.05752,-83.43066,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6610,Ball Creek,NC6610,NCWRC 2018,,,,,,,,,,,,Green,5/12/25 20:27,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3683,1,3683,2,35.05963,-83.44356,"https://earth.google.com/web/@35.05963,-83.44356,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6612,Cunningham Creek,NC6612,NCWRC 2018,,,,,,,,,,,,Yellow,5/12/25 20:32,unable to determine from aerial imagery,Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3684,1,3684,2,35.049744,-83.454285,"https://earth.google.com/web/@35.049744,-83.454285,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6613,Cunningham Creek,NC6613,NCWRC 2018,,,,,,,,,,,,Yellow,5/12/25 20:38,unable to determine from aerial imagery,Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3685,1,3685,2,36.005886,-82.69459,"https://earth.google.com/web/@36.005886,-82.69459,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6614,East Prong Hickey Fork,NC6614,NC WRC 2018,,,,,,,,,,,,Yellow,4/29/25 20:17,cannot identify from aerial imagery,Alexa Franks,Dam,North Carolina,NC,37,Madison County,115,37115,21657,,,,,,,,
3686,1,3686,2,36.00582,-82.69474,"https://earth.google.com/web/@36.00582,-82.69474,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6615,East Prong Hickey Fork,NC6615,NCWRC 2018,,,,,,,,,,,,Yellow,4/29/25 20:15,cannot identify from aerial imagery,Alexa Franks,,North Carolina,NC,37,Madison County,115,37115,21657,,,,,,,,
3687,1,3687,2,35.060818,-83.44494,"https://earth.google.com/web/@35.060818,-83.44494,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6617,Shope Fork,NC6617,NCWRC 2018,,,,,,,,,,,,Yellow,5/12/25 20:44,unable to determine from aerial imagery,Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3688,1,3688,1,35.062824,-83.43587,"https://earth.google.com/web/@35.062824,-83.43587,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6618,Shope Fork,NC6618,NCWRC 2018,,,,,,,,,,,,Green,5/12/25 20:28,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3689,1,3689,2,35.056267,-83.45043,"https://earth.google.com/web/@35.056267,-83.45043,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6619,Mill Branch,NC6619,,,,,,,,,,,,,Yellow,5/12/25 20:41,unable to determine from aerial imagery,Alexa Franks,Weir,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3690,1,3690,2,35.04681,-83.45608,"https://earth.google.com/web/@35.04681,-83.45608,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC6621,Henson Creek,NC6621,,,,,,,,,,,,,Yellow,5/12/25 20:39,unable to determine from aerial imagery,Alexa Franks,Unnamed,North Carolina,NC,37,Macon County,113,37113,38235,,,,,,,,
3691,1,3691,2,35.33547,-82.18736,"https://earth.google.com/web/@35.33547,-82.18736,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC680,Green River,NC680,SEACAP-Snapped:  2013 NID attributes were joined *,POLK-009,,,,,,,,,,,Yellow,4/29/25 20:08,"NID, unsure how to classify",Alexa Franks,Turner Shoals Dam,North Carolina,NC,37,Polk County,149,37149,19180,,,,,,,,
3692,1,3692,2,35.233315,-82.39928,"https://earth.google.com/web/@35.233315,-82.39928,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC681,Green River,NC681,SEACAP-Snapped:  2013 NID attributes were joined *,HENDE-001,,,,,,,,,,,Yellow,5/16/25 20:25,"NID, lake dam",Alexa Franks,Tuxedo Dam Lake Summit,North Carolina,NC,37,Henderson County,89,37089,118689,,,,,,,,
3693,1,3693,2,36.457462,-79.00484,"https://earth.google.com/web/@36.457462,-79.00484,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC692,Storys Creek,NC692,SEACAP-Snapped:  2013 NID attributes were joined *,PERSO-003,,,,,,,,,,,Yellow,5/19/25 22:55,"NID nearby, unable to determine from aerial imagery",Alexa Franks,Chub Lake Dam,North Carolina,NC,37,Person County,145,37145,39152,,,,,,,,
3694,1,3694,1,34.051125,-77.95809,"https://earth.google.com/web/@34.051125,-77.95809,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC857,Orton Creek,NC857,SEACAP-Snapped:  2013 NID attributes were joined *,BRUNS-005,,,,,,,,,,,Green,5/19/25 22:48,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Orton Lake Dam,North Carolina,NC,37,Brunswick County,19,37019,152762,,,,,,,,
3695,1,3695,2,34.975624,-78.51142,"https://earth.google.com/web/@34.975624,-78.51142,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC8649,,NC8649,Estimated Dams OCT 2021,303025467,,,,,,,,,,,Yellow,5/12/25 22:04,unable to determine from aerial imagery,Alexa Franks,Estimated dam,North Carolina,NC,37,Sampson County,163,37163,58309,,,,,,,,
3696,1,3696,2,36.305347,-76.9313,"https://earth.google.com/web/@36.305347,-76.9313,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC93,Horse Swamp,NC93,SEACAP- Estimated dam calculated by TNC using NHD*,e3209,,,,,,,,,,,Yellow,5/6/25 19:30,unable to determine from aerial imagery,Alexa Franks,Montgomerys Millpond,North Carolina,NC,37,Hertford County,91,37091,20815,,,,,,,,
3697,1,3697,1,35.951168,-79.54601,"https://earth.google.com/web/@35.951168,-79.54601,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC973,South Prong Stinking Quarter,NC973,SEACAP-Snapped:  2013 NID attributes were joined *,GUILF-109,,,,,,,,,,,Green,5/16/25 21:57,"NID, white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Kimesville Lake Dam,North Carolina,NC,37,Guilford County,81,37081,551579,,,,,,,,
3698,1,3698,1,35.064133,-83.14642,"https://earth.google.com/web/@35.064133,-83.14642,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/NC98,Norton Mill Creek,NC98,SEACAP- Estimated dam calculated by TNC using NHD*,e3219,,,,,,,,,,,Green,5/12/25 20:57,"white boil mark, stable upstream, stretches width of waterway",Alexa Franks,Estimated Dam 3219,North Carolina,NC,37,Jackson County,99,37099,43263,,,,,,,,
3699,1,3699,1,46.428886,-97.67966,"https://earth.google.com/web/@46.428886,-97.67966,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/ND52879,Sheyenne River,ND52879,NID 2020,,,,,,,,,,,,Green,3/21/25 20:59,Review of Aerial Imagery,Karl Kingery,Soldiers Home Dam,North Dakota,ND,38,Ransom County,73,38073,5633,,,,,,,,
3700,1,3700,2,46.16989,-98.49921,"https://earth.google.com/web/@46.16989,-98.49921,1100a,0d,35d",,,ToQAQC_ExportFeatures_HYDRO_EDIT_EF,https://aquaticbarriers.org/report/dams/ND53889,Maple River,ND53889,North Dakota State Dam Safety 2021,13106207CC,,,,,,,,,,,Yellow,3/26/25 21:07,Existed in 2017 based on historical imagery. Status is breached according to the NDDWR Map Services LHD inventory.,Brody Bissonette,Maple River Overflow Dam,North Dakota,ND,38,Dickey County,21,38021,4863,,,,,,,,
